Nombre Municipio,Departamento,Tipo de Nombre,Significado
Sampués,Sucre,Origen Indigena,Nombre indígena relacionado con poblaciones ancestrales.
San Andrés,"Archipiélago de San Andrés, Providencia y Santa Catalina",Origen Religioso,Origen Religioso
San Andrés de Tumaco,Nariño,Origen Religioso,Por San Andrés y la influencia española en la fundación.En honor a San Andrés apóstol.
San Antonio,Tolima,Origen Religioso,En honor a San Antonio
San Antonio del Tequendama,Cundinamarca,Origen Religioso,Por San Antonio y el Tequendama santo patrono.
San Benito Abad,Sucre,Origen Religioso,En honor a San Benito Abad cascada emblemática.
San Bernardo,Cundinamarca,Origen Religioso,Por San Bernardo santo cristiano.
San Bernardo,Nariño,Origen Religioso,Por San Bernardo santo católico.
San Cristóbal,Bolívar,Origen Religioso,En honor a San Cristóbal santo católico.
San Estanislao,Bolívar,Origen Religioso,Por San Estanislao santo patrón.
San Felipe,Guainía,Origen Religioso,En honor a San Felipe santo patrón.
San Joaquín,Santander,Origen Religioso,Por San Joaquín figura religiosa.
San José de Toluviejo,Sucre,Origen Religioso,En honor a San José. uno de los abuelos de Jesús.
San Luis de Sincé,Sucre,Origen Religioso,Por San Luis
San Sebastián de Mariquita,Tolima,Origen Religioso,Por San Sebastián santo católico.
San Zenón,Magdalena,Origen Religioso,En honor a San Zenón santo venerado.
Santa Bárbara de Pinto,Magdalena,Origen Religioso,Por Santa Bárbara santo católico.
Santiago de Tolú,Sucre,Origen Religioso,Por Santiago Apóstol y la gente tolú. patrona local.
Sapuyes,Nariño,Origen Indigena,Nombre indígena local sin significado definido.
Saravena,Arauca,Origen Indigena,Nombre de origen indígena araucano.
Siachoque,Boyacá,Origen Indigena,Palabra muisca que significa “montaña elevada”.
Sibundoy,Putumayo,Origen Indigena,Por etnias indígenas Sibundoy.
Simacota,Santander,Origen Indigena,De origen indígenas guane.
Sitionuevo,Magdalena,Origen Religioso,Horizonte religioso y denominación oficial.
Solita,Caquetá,Origen Indigena,Nombre indígena local.
Sotará - Paispamba,Cauca,Origen Indigena,Topónimo indígena vinculado a zonas cercanas.
Suaíta,Santander,Origen Indigena,Palabra indígena con significado local.
Sucre,Cauca,Origen por nombre de una persona,En honor a Antonio José de Sucre.
Sucre,Santander,Origen por nombre de una persona,En honor al prócer Antonio José de Sucre.
Sucre,Sucre,Origen por nombre de una persona,En honor a Antonio José de Sucre.
Tadó,Chocó,Origen Indigena,Nombre de origen indígena local.
Talaigua Nuevo,Bolívar,Origen Indigena,Nombre indígena relacionado con el río Talaigua.
Taminango,Nariño,Origen Indigena,Por la etnia tamina o palabra indígena.
Tangua,Nariño,Origen Indigena,Nombre originado en etnias pastos.
Taraira,Vaupés,Origen Indigena,Topónimo indígena.
Tarapacá,Amazonas,Origen Indigena,Por el nombre indígena de la zona.
Tarqui,Huila,Origen Indigena,Por grupo indígena local.
Tauramena,Casanare,Origen Indigena,Nombre de origen indígena llanero.
Tausa,Cundinamarca,Origen Indigena,Nombre muisca que significa “piedra grande”.
Tibaná,Boyacá,Origen Indigena,Nombre muisca de lugar sembrado.
Tierralta,Córdoba,Origen Natural,Por su ubicación en tierras altas o fértiles.
Timbío,Cauca,Origen Indigena,Nombre indígena nasa.
Timbiquí,Cauca,Origen Indigena,Nombre indígena.
Tipacoque,Boyacá,Origen Indigena,Nombre muisca que significa “cercado alto”.
Tona,Santander,Origen Indigena,Del pueblo guane.
Toribío,Cauca,Origen Indigena,Por la comunidad indígena Toribío.
Tuluá,Valle del Cauca,Origen Indigena,Nombre indígena que significa “río de la palma”.
Túquerres,Nariño,Origen Indigena,Nombre indígena pasto.
Tutazá,Boyacá,Origen Indigena,Palabra muisca que significa “lugar del cacique”.
Unión Panamericana,Chocó,Otro Origen,Denominación política.
Ventaquemada,Boyacá,Origen Natural,Por un lugar donde se quemaba un antiguo paradero.
Vetas,Santander,Origen Natural,Por sus vetas de minerales en minas.
Villa Caro,Norte de Santander,Origen Europeo,Por la familia Caro de origen español.
Villa de San Diego de Ubaté,Cundinamarca,Origen Religioso,En honor a San Diego y topónimos locales.
Villagarzón,Putumayo,Origen por nombre de una persona,Por el apellido Garzón.
Villagómez,Cundinamarca,Origen por nombre de una persona,Por el apellido Gómez.
Villanueva,Bolívar,Otro Origen,Por ser una villa fundada recientemente.
Villanueva,Casanare,Otro Origen,Por ser una villa nueva.
Villanueva,La Guajira,Otro Origen,Por ser una comunidad nueva.
Villanueva,Santander,Otro Origen,Por su reciente fundación.
Villapinzón,Cundinamarca,Origen por nombre de una persona,En honor a José Antonio Pinzón.
Villeta,Cundinamarca,Origen Indigena,Nombre muisca que significa “tierra de cultivo”.
Viracachá,Boyacá,Origen Indigena,Del muisca “nuestra tierra fértil”.
Vistahermosa,Meta,Otro Origen,Por la hermosa vista del municipio.
Yacuanquer,Nariño,Origen Indigena,Nombre indígena con significado desconocido.
Yaguará,Huila,Origen Indigena,Por la tribu indígena yaguar.
Yavaraté,Vaupés,Origen Indigena,Nombre indígena.
Yotoco,Valle del Cauca,Origen Indigena,Nombre indígena local.
Yumbo,Valle del Cauca,Origen Indigena,Nombre indígena de la región.
Zambrano,Bolívar,Origen por nombre de una persona,Por la familia Zambrano
Zona Bananera,Magdalena,Otro Origen,Por la producción de banano en la región. encomenderos.
